Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kaukovainio	1h+k+vh	kt	3200	47000	1469	1972	6/8	ei	hyvä	D2007
Hiironen	1h, kk, kh, s	kt	4150	98000	2361	2001	1/3	ei	hyvä	E
Kaukovainio	1h, k	kt	3600	32000	889	1973	4/7	on	tyyd.	C
Kaukovainio	1h+kk	kt	2700	49000	1815	1966	2/3	ei	hyvä	D2007
Kaukovainio	1h,kph	kt	3000	45522	1517	1968	3/3	ei	tyyd.	C2007
Hiironen	1h, kk, kh, s	kt	2900	86500	2983	2013	1/3	on	hyvä	B
Kaukovainio	1h, kk,parveke	kt	3200	50000	1563	1972	7/7	on	hyvä	C
Kaukovainio	1h, k	kt	3600	36500	1014	1973	4/7	on	tyyd.	C
Hiironen	1h, avok, s	kt	3000	87000	2900	2014	1/3	on	hyvä	C
Kaukovainio	2h+k+ph+las.par...	kt	5700	48100	844	1966	1/3	ei	tyyd.	E2013
Kaukovainio	2h+k	kt	5700	63000	1105	1966	2/3	ei	hyvä	F2013
Kaukovainio	2h, k, kph/wc, ...	kt	5800	80000	1379	1969	3/3	ei	hyvä	F2013
Hiironen	2h,k,kh,sa	kt	6200	103000	1661	2000	2/4	on	hyvä	D2007
Kaukovainio	2h, k, kph, vh,...	kt	5500	78000	1418	1969	3/3	ei	hyvä	C2007
Kaukovainio	2h,k,kph,lasite...	kt	5500	70000	1273	1970	3/3	ei	hyvä	C2007
Kaukovainio	2h,k,kh,vh,p	kt	5400	66800	1237	1972	6/7	on	tyyd.	D2007
Hiironen	2h, tupak., kph...	kt	5100	131000	2569	2016	4/5	on	hyvä	C2013
Hiironen	3h,k,ph,s,wc	kt	7000	124000	1771	2000	2/2	ei	hyvä	D2007
Hiironen	3h+k+s	rt	7200	160000	2222	2001	1/1	ei	hyvä	D2013
Kaukovainio	3h,k,kh,p	kt	6800	57000	838	1976	1/3	ei	hyvä	F2013
Kaukovainio	3h+k+ph+s+las.p...	kt	7650	85000	1111	1977	5/7	on	hyvä	
Hiironen	3h, kk, s	kt	6100	166700	2733	2016	2/5	on	hyvä	C2013
Hiironen	3 h,tk,s,lasite...	kt	6100	149000	2443	2016	1/5	on	hyvä	C2013
Hiironen	3h, k, ph, s	rt	7900	165000	2089	2000		ei	hyvä	D2007
Hiironen	3h, k, kh, s	kt	6700	104000	1552	2000	1/4	on	hyvä	D2007
Kaukovainio	3h, k, kph	kt	7800	80000	1026	1967	3/3	ei	hyvä	B2007
Hiironen	4h, k, ph, s, k...	rt	9200	186500	2027	2010	1/1	ei	hyvä	D2013
Kaukovainio	5h, k, kph/wc, ...	kt	10900	135000	1239	1971	3/7	on	hyvä	E2007
Kaukovainio	4h, k, kph, s, ...	kt	9200	137000	1489	1972	2/8	on	hyvä	D2007
Hiironen	4h+k+s	kt	8600	125000	1453	2000	4/4	on	hyvä	D2007
